CASE	CORPUS	FILE	MATCHLEMMA	COMPLEMENTIZER	TYPE	L1	REGISTER	L_MATRBE4S	SURPRISAL
1882	LINDSEI	GE042	mean	absent	obj	German	spoken	0	4.5201759012
1883	ICE-GB	S1A-096	mean	absent	obj	English	spoken	0	4.5201759012
1884	LINDSEI	SP024	mean	absent	obj	Spanish	spoken	0	4.5201759012
1885	ICE-GB	S1A-045	mean	absent	obj	English	spoken	0	4.5201759012
1886	ICE-GB	S1B-073	mean	absent	obj	English	spoken	0	4.5201759012
1887	LINDSEI	SP014	mean	absent	obj	Spanish	spoken	0	4.5201759012
1888	ICE-GB	S1B-021	mean	absent	obj	English	spoken	0	4.5201759012
1889	LINDSEI	GE042	mean	absent	obj	German	spoken	0	4.5201759012
1890	LINDSEI	SP004	mean	absent	obj	Spanish	spoken	0	4.5201759012
1891	LINDSEI	GE036	mean	absent	obj	German	spoken	0	4.5201759012
1892	LINDSEI	GE009	mean	absent	obj	German	spoken	0	4.5201759012
1893	ICE-GB	S1A-054	mean	absent	obj	English	spoken	0	4.5201759012
1894	ICE-GB	S1B-020	mean	present	obj	English	spoken	0	4.5201759012
1895	ICE-GB	S1A-013	mean	absent	obj	English	spoken	0	4.5201759012
1896	LINDSEI	SP022	mean	absent	obj	Spanish	spoken	0	4.5201759012
1897	LINDSEI	SP024	mean	absent	obj	Spanish	spoken	0	4.5201759012
1898	LINDSEI	SP014	mean	absent	obj	Spanish	spoken	0	4.5201759012
1899	LINDSEI	GE004	mean	absent	obj	German	spoken	0	4.5201759012
1900	LINDSEI	SP014	mean	absent	obj	Spanish	spoken	0	4.5201759012
1901	ICLE	GEBA1052	mean	present	sub	German	written	16	4.5201759012
1902	LINDSEI	GE011	mean	absent	obj	German	spoken	0	4.5201759012
1903	LINDSEI	SP002	mean	absent	obj	Spanish	spoken	9	4.5201759012
1904	ICE-GB	S1B-040	mean	absent	obj	English	spoken	0	4.5201759012
1905	LINDSEI	GE040	mean	absent	obj	German	spoken	0	4.5201759012
1906	LINDSEI	GE026	mean	absent	obj	German	spoken	0	4.5201759012
1907	LINDSEI	SP014	mean	absent	obj	Spanish	spoken	0	4.5201759012
1908	ICLE	SPM07002	mean	present	sub	Spanish	written	0	4.5201759012
1909	ICE-GB	S1B-049	mean	absent	obj	English	spoken	0	4.5201759012
1910	ICE-GB	S1A-017	mean	absent	obj	English	spoken	0	4.5201759012
1911	LINDSEI	GE005	mean	absent	obj	German	spoken	0	4.5201759012
1912	LINDSEI	SP024	mean	absent	obj	Spanish	spoken	0	4.5201759012
1913	ICE-GB	S1A-062	mean	absent	obj	English	spoken	4	2.4870975529
1914	ICE-GB	W2D-005	mean	present	obj	English	written	0	4.7067832285
1915	ICE-GB	S2A-016	mean	present	obj	English	spoken	0	4.7067832285
1916	ICE-GB	S2A-054	mean	absent	obj	English	spoken	0	4.7067832285
1917	ICE-GB	S1A-001	mean	present	obj	English	spoken	0	4.7067832285
1918	ICE-GB	S1B-044	mean	present	obj	English	spoken	0	4.7067832285
1919	ICE-GB	S1A-018	mean	present	obj	English	spoken	4	4.7067832285
1920	ICE-GB	W2E-008	mean	present	obj	English	written	0	4.7067832285
1921	ICLE	GESA2003	mean	present	sub	German	written	0	4.7067832285
1922	ICE-GB	W2B-017	mean	present	obj	English	written	0	4.7067832285
1923	ICLE	GEAU1095	mean	present	sub	German	written	0	4.7067832285
1924	ICE-GB	S1A-009	mean	present	obj	English	spoken	0	4.7067832285
1925	ICE-GB	S2A-029	mean	present	obj	English	spoken	0	4.7067832285
1926	ICE-GB	W2B-029	mean	present	obj	English	written	0	4.7067832285
1927	ICE-GB	S1B-009	mean	present	obj	English	spoken	0	4.7067832285
1928	ICLE	GEAU1046	mean	present	sub	German	written	0	4.7067832285
1929	ICE-GB	W2D-015	mean	present	obj	English	written	0	4.7067832285
1930	ICE-GB	W2D-014	mean	present	obj	English	written	0	4.7067832285
1931	ICE-GB	W2A-016	mean	present	obj	English	written	0	4.7067832285
1932	ICE-GB	W2C-001	mean	present	obj	English	written	0	4.7067832285
1933	ICE-GB	W2A-004	mean	present	obj	English	written	0	4.7067832285
1934	ICE-GB	W2E-002	mean	absent	obj	English	written	0	4.7067832285
1935	ICE-GB	W2D-005	mean	present	obj	English	written	0	4.7067832285
1936	ICE-GB	S1B-004	mean	present	obj	English	spoken	0	4.7067832285
1937	ICE-GB	S2B-014	mean	absent	obj	English	spoken	0	7.7437598763
1938	ICE-GB	W2A-021	mean	present	obj	English	written	0	7.7437598763
1939	ICE-GB	S2A-028	mean	absent	obj	English	spoken	0	7.7437598763
1940	ICLE	GEAU3052	mean	present	sub	German	written	3	7.7437598763
1941	ICE-GB	W1B-016	mean	present	obj	English	written	0	7.7437598763
1942	ICE-GB	S1A-023	mean	present	obj	English	spoken	0	6.72173357
1943	ICE-GB	S1B-028	mean	present	obj	English	spoken	0	6.72173357
1944	ICE-GB	S1B-030	mean	absent	obj	English	spoken	0	6.72173357
1945	ICE-GB	S1A-037	mean	present	obj	English	spoken	0	6.72173357
1946	ICE-GB	S2A-016	mean	absent	obj	English	spoken	0	6.72173357
1947	ICE-GB	S1A-070	mean	absent	obj	English	spoken	0	6.72173357
1948	ICE-GB	S1A-062	mean	present	obj	English	spoken	0	6.72173357
1949	ICE-GB	W2B-037	mean	present	obj	English	written	0	6.72173357
1950	ICE-GB	S2A-034	mean	present	obj	English	spoken	0	6.847264452
1951	ICE-GB	S1B-053	mean	present	obj	English	spoken	0	6.847264452
1952	ICE-GB	S2B-044	mean	present	obj	English	spoken	0	6.847264452
1953	ICE-GB	S2A-045	mean	present	obj	English	spoken	0	6.847264452
1954	ICLE	GEDR1019	mean	absent	sub	German	written	5	6.847264452
1955	ICE-GB	S2B-036	mean	present	obj	English	spoken	0	6.847264452
1956	ICE-GB	S2A-049	mean	absent	obj	English	spoken	0	6.847264452
1957	ICE-GB	S2A-056	mean	absent	obj	English	spoken	0	9.274274593
1958	ICLE	GEBA1049	mean	present	sub	German	written	0	6.1114916608
1959	ICE-GB	S1B-014	mean	present	obj	English	spoken	0	6.1114916608
1960	ICLE	GEDR1018	mean	present	sub	German	written	0	6.1114916608
1961	ICE-GB	S1B-080	mean	absent	obj	English	spoken	0	6.1114916608
1962	ICE-GB	S1B-038	mean	absent	obj	English	spoken	0	6.1114916608
1963	ICLE	GEAU1060	mean	present	sub	German	written	0	6.1114916608
1964	ICE-GB	S2A-061	mean	present	obj	English	spoken	0	6.1114916608
1965	ICE-GB	S1A-085	mean	present	obj	English	spoken	0	6.1114916608
1966	ICE-GB	W2D-004	mean	absent	obj	English	written	0	6.1114916608
1967	ICE-GB	S1A-081	mean	absent	obj	English	spoken	0	6.1114916608
1968	ICE-GB	S1A-047	mean	absent	obj	English	spoken	0	6.1114916608
1969	LINDSEI	GE023	mean	present	obj	German	spoken	0	6.1114916608
1970	LINDSEI	SP003	mean	absent	obj	Spanish	spoken	0	6.1114916608
1971	ICE-GB	S1A-047	mean	absent	obj	English	spoken	28	6.1114916608
1972	ICE-GB	S1A-056	mean	absent	obj	English	spoken	0	6.1114916608
1973	ICE-GB	W2D-001	mean	present	obj	English	written	0	6.1114916608
1974	ICE-GB	S1A-070	mean	absent	obj	English	spoken	0	6.1114916608
1975	ICE-GB	W2D-013	mean	absent	obj	English	written	0	6.1114916608
1976	ICE-GB	W2D-002	mean	absent	obj	English	written	0	6.1114916608
1977	ICE-GB	W2D-005	mean	present	obj	English	written	0	6.1114916608
1978	ICE-GB	S1B-022	mean	present	obj	English	spoken	0	4.9870076699
1979	ICE-GB	S1A-010	mean	absent	obj	English	spoken	0	6.9322647053
1980	ICLE	GEAU3010	mean	present	sub	German	written	0	6.9322647053
1981	ICLE	GEAU3050	mean	absent	sub	German	written	0	6.9322647053
1982	ICLE	GEAU1019	mean	present	sub	German	written	0	6.9322647053
1983	ICLE	GEAU3082	mean	present	sub	German	written	0	6.9322647053
1984	ICE-GB	S1A-056	mean	absent	obj	English	spoken	0	7.6288725618
1985	ICE-GB	S1B-045	mean	present	obj	English	spoken	0	7.6288725618
1986	ICLE	GEAU3054	mention	present	obj	German	written	0	8.139347681
1987	ICE-GB	S1A-059	mention	present	obj	English	spoken	0	8.139347681
1988	ICE-GB	S1B-014	notice	absent	obj	English	spoken	0	8.8224364102
1989	ICE-GB	S2A-030	notice	present	obj	English	spoken	0	8.8224364102
1990	ICLE	SPM05013	notice	present	obj	Spanish	written	30	4.3108719872
1991	ICE-GB	S2A-043	notice	present	obj	English	spoken	0	4.3108719872
1992	ICE-GB	S2A-062	notice	present	obj	English	spoken	20	3.2378639052
1993	ICE-GB	W1B-022	notice	present	obj	English	written	21	3.2378639052
1994	ICE-GB	W1B-027	notice	present	obj	English	written	24	3.2378639052
1995	ICE-GB	S1A-094	notice	absent	obj	English	spoken	0	8.106280353
1996	ICLE	GEAU3054	notice	present	obj	German	written	69	8.106280353
1997	ICE-GB	S1A-087	notice	absent	obj	English	spoken	0	8.106280353
1998	ICLE	GEAU1005	notice	present	obj	German	written	4	9.3542078665
1999	ICE-GB	W1B-016	occur	present	obj	English	written	0	6.941241027
2000	ICE-GB	W1B-004	presume	absent	obj	English	written	0	7.1253525366
2001	ICE-GB	S1B-050	presume	absent	obj	English	spoken	0	5.8034244417
2002	ICE-GB	W2B-014	pretend	present	obj	English	written	0	4.3347681954
2003	ICLE	GEAU3078	pretend	present	obj	German	written	63	4.3347681954
2004	ICLE	GEAU3008	pretend	present	obj	German	written	0	4.7132798186
2005	ICE-GB	S1A-092	pretend	absent	obj	English	spoken	0	4.7132798186
2006	ICE-GB	S1A-092	pretend	absent	obj	English	spoken	0	4.7132798186
2007	ICLE	GESA4004	propose	present	obj	German	written	51	4.2855761368
2008	LINDSEI	GE017	prove	present	obj	German	spoken	0	9.5391013399
2009	ICLE	SPM04018	prove	present	obj	Spanish	written	7	4.1382219036
2010	ICE-GB	S2A-061	prove	present	obj	English	spoken	8	4.1382219036
2011	LINDSEI	GE017	prove	present	obj	German	spoken	0	4.1382219036
2012	ICE-GB	S1B-055	prove	present	obj	English	spoken	0	5.4504301487
2013	ICE-GB	S2A-063	provide	present	obj	English	spoken	0	3.1232088103
2014	LINDSEI	SP044	realis|ze	present	obj	Spanish	spoken	0	5.6234106226
2015	ICE-GB	S2A-040	realis|ze	absent	obj	English	spoken	0	4.6411126243
2016	LINDSEI	SP041	realis|ze	present	obj	Spanish	spoken	0	4.6411126243
2017	ICE-GB	S1A-059	realis|ze	absent	obj	English	spoken	0	4.6411126243
2018	ICE-GB	S1A-071	realis|ze	absent	obj	English	spoken	0	4.6411126243
2019	ICE-GB	S1A-068	realis|ze	absent	obj	English	spoken	0	6.9809626272
2020	ICLE	SPM06011	realis|ze	present	obj	Spanish	written	15	6.9809626272
2021	ICLE	SPM02011	realis|ze	absent	obj	Spanish	written	0	6.9809626272
2022	LINDSEI	SP019	realis|ze	present	obj	Spanish	spoken	0	6.9809626272
2023	ICLE	SPAL1005	realis|ze	present	obj	Spanish	written	19	1.3434320757
2024	ICE-GB	S1B-072	realis|ze	present	obj	English	spoken	0	1.3434320757
2025	ICLE	GEAU1043	realis|ze	present	obj	German	written	27	3.6059231959
2026	ICE-GB	W2B-030	realis|ze	present	obj	English	written	0	3.6059231959
2027	ICLE	SPM01018	realis|ze	present	obj	Spanish	written	35	3.6059231959
2028	ICLE	GEBA1037	realis|ze	present	obj	German	written	0	6.0502252897
2029	ICE-GB	S1A-080	realis|ze	present	obj	English	spoken	4	6.7715092616
2030	ICE-GB	W2B-021	realis|ze	present	obj	English	written	0	6.7715092616
2031	ICE-GB	S1B-048	realis|ze	absent	obj	English	spoken	0	6.7715092616
2032	LINDSEI	GE048	realis|ze	present	obj	German	spoken	4	6.7715092616
2033	ICLE	SPM05010	realis|ze	present	obj	Spanish	written	5	5.7330351138
2034	ICLE	GEBA1052	realis|ze	present	obj	German	written	4	5.7330351138
2035	ICE-GB	W1B-026	realis|ze	present	obj	English	written	0	5.6771818791
2036	ICE-GB	S1B-058	realis|ze	absent	obj	English	spoken	0	5.6771818791
2037	ICE-GB	S1A-071	realis|ze	absent	obj	English	spoken	0	5.6771818791
2038	ICE-GB	W1B-021	realis|ze	absent	obj	English	written	0	5.6771818791
2039	ICLE	SPM10008	realis|ze	present	obj	Spanish	written	0	6.9809626272
2040	ICE-GB	S2A-064	realis|ze	absent	obj	English	spoken	0	6.9809626272
2041	ICLE	SPM03006	realis|ze	absent	obj	Spanish	written	6	5.8110376258
2042	ICE-GB	S2B-038	realis|ze	absent	obj	English	spoken	4	4.8907294537
2043	ICE-GB	S2B-027	realis|ze	present	obj	English	spoken	0	4.8907294537
2044	ICE-GB	W2C-014	realis|ze	absent	obj	English	written	0	5.3727456528
2045	LINDSEI	GE013	realis|ze	absent	obj	German	spoken	0	5.3727456528
2046	ICE-GB	S1B-066	realis|ze	absent	obj	English	spoken	0	5.3727456528
2047	LINDSEI	SP043	realis|ze	absent	obj	Spanish	spoken	3	5.3727456528
2048	LINDSEI	SP022	realis|ze	present	obj	Spanish	spoken	4	5.3727456528
2049	ICE-GB	S1B-018	realis|ze	absent	obj	English	spoken	0	5.3727456528
2050	ICE-GB	S1A-064	realis|ze	present	obj	English	spoken	0	5.3727456528
2051	ICE-GB	S1B-066	realis|ze	absent	obj	English	spoken	0	5.3727456528
2052	LINDSEI	SP022	realis|ze	present	obj	Spanish	spoken	0	5.3727456528
2053	LINDSEI	GE013	realis|ze	present	obj	German	spoken	0	4.6191835481
2054	ICE-GB	W1B-003	realis|ze	absent	obj	English	written	0	4.6191835481
2055	ICE-GB	S1A-087	realis|ze	present	obj	English	spoken	0	6.5636884355
2056	ICE-GB	W2C-015	realis|ze	absent	obj	English	written	0	6.5636884355
2057	LINDSEI	GE019	realis|ze	absent	obj	German	spoken	11	6.0821555244
2058	LINDSEI	GE011	realis|ze	present	obj	German	spoken	0	7.4336278949
2059	ICE-GB	S1B-049	realis|ze	absent	obj	English	spoken	0	7.4336278949
2060	ICLE	GESA2001	realis|ze	present	obj	German	written	0	3.7387943831
2061	ICLE	GESA5023	realis|ze	present	obj	German	written	0	9.1478471744
2062	ICLE	GEAU3026	realis|ze	present	obj	German	written	9	9.1478471744
2063	ICLE	SPAL1001	realis|ze	present	obj	Spanish	written	28	6.0185641574
2064	ICLE	SPAL1004	realis|ze	present	obj	Spanish	written	25	6.0185641574
2065	ICLE	SPM06007	realis|ze	present	obj	Spanish	written	0	6.0185641574
2066	ICLE	SPAL1010	realis|ze	absent	obj	Spanish	written	0	6.0185641574
2067	ICLE	SPAL1010	realis|ze	absent	obj	Spanish	written	0	6.0185641574
2068	ICLE	GESA5031	realis|ze	present	obj	German	written	46	5.5039909846
2069	ICLE	GESA5013	realis|ze	present	obj	German	written	0	4.353431308
2070	ICLE	GESA5022	realis|ze	present	obj	German	written	0	4.353431308
2071	ICLE	GEAU3085	realis|ze	present	obj	German	written	2	4.353431308
2072	ICLE	GESA4003	realis|ze	present	obj	German	written	4	4.353431308
2073	ICLE	SPAL1006	realis|ze	present	obj	Spanish	written	0	4.353431308
2074	ICLE	GEBA1059	realis|ze	present	obj	German	written	126	8.5628846736
2075	ICLE	SPM03020	realis|ze	absent	obj	Spanish	written	4	11.1478471743
2076	ICLE	SPM08011	realis|ze	absent	obj	Spanish	written	61	1.4771909252
2077	ICLE	GESA3007	realis|ze	present	obj	German	written	49	3.9779221729
2078	ICLE	SPAL1006	realis|ze	absent	obj	Spanish	written	4	3.9779221729
2079	ICLE	SPM07022	realis|ze	present	obj	Spanish	written	63	3.9779221729
2080	ICLE	GEAU3098	realis|ze	present	obj	German	written	7	3.9779221729
2081	ICLE	SPM10006	realis|ze	present	obj	Spanish	written	61	3.9779221729
2082	ICLE	GEDR1004	realis|ze	present	obj	German	written	0	3.9779221729
2083	ICE-GB	S1A-046	realis|ze	absent	obj	English	spoken	0	5.9779221729
2084	ICE-GB	S1A-007	realis|ze	absent	obj	English	spoken	0	5.9779221729
2085	ICLE	GEBA1062	realis|ze	present	obj	German	written	12	5.9779221729
2086	ICLE	SPM04002	realis|ze	present	obj	Spanish	written	0	5.9779221729
2087	ICLE	GEAU1034	realis|ze	present	obj	German	written	0	6.8259190795
2088	ICLE	GEAU3070	realis|ze	present	obj	German	written	0	6.8259190795
2089	ICLE	GESA5021	realis|ze	present	obj	German	written	0	5.1254793613
2090	ICLE	GESA5024	realis|ze	present	obj	German	written	12	5.1254793613
2091	ICLE	GEAU3068	realis|ze	present	obj	German	written	56	5.2717304286
2092	ICLE	GEAU3034	realis|ze	present	obj	German	written	25	5.2717304286
2093	ICLE	GEAU4010	realis|ze	present	obj	German	written	16	5.2717304286
2094	ICLE	GEAU3098	realis|ze	present	obj	German	written	17	5.2717304286
2095	ICE-GB	W2D-019	realis|ze	present	obj	English	written	0	4.7300211258
2096	ICLE	GESA5023	realis|ze	present	obj	German	written	0	4.7300211258
2097	ICLE	GESA4004	realis|ze	present	obj	German	written	0	4.5755111768
2098	ICLE	GEAU3061	realis|ze	present	obj	German	written	2	7.269088014
2099	ICLE	GEAU1001	reckon	present	obj	German	written	23	5.0216801633
2100	ICE-GB	W2B-015	recognis|ze	present	obj	English	written	10	2.2299898101
2101	ICLE	GEAU3053	recognis|ze	present	obj	German	written	0	9.3103632266
2102	ICE-GB	S1B-006	recognis|ze	absent	obj	English	spoken	60	9.3103632266
2103	ICE-GB	W1B-016	regret	present	obj	English	written	0	6.3865537845
2104	ICLE	GEAU3096	regret	present	obj	German	written	0	6.3865537845
2105	ICLE	SPM10012	regret	present	obj	Spanish	written	137	3.4796631889
2106	ICLE	GEAU2020	remember	present	obj	German	written	0	5.9246971222
2107	LINDSEI	GE002	remember	absent	obj	German	spoken	0	5.9024908698
2108	ICE-GB	S1B-011	remember	absent	obj	English	spoken	0	5.9024908698
2109	LINDSEI	SP046	remember	absent	obj	Spanish	spoken	0	5.9024908698
2110	ICE-GB	W2F-007	remember	absent	obj	English	written	0	5.9024908698
2111	ICLE	GESA5005	remember	present	obj	German	written	0	5.9024908698
2112	ICE-GB	S1A-040	remember	absent	obj	English	spoken	0	5.9024908698
2113	LINDSEI	SP033	remember	present	obj	Spanish	spoken	0	5.9024908698
2114	ICE-GB	S1A-072	remember	absent	obj	English	spoken	0	5.9024908698
2115	ICLE	GEAU1023	remember	present	obj	German	written	80	5.1128379495
2116	LINDSEI	SP024	remember	absent	obj	Spanish	spoken	0	5.1128379495
2117	ICE-GB	S1B-010	remember	absent	obj	English	spoken	0	7.8337781197
2118	LINDSEI	SP006	remember	absent	obj	Spanish	spoken	0	3.4844325937
2119	ICE-GB	S1B-032	remember	present	obj	English	spoken	0	3.4844325937
2120	ICE-GB	S2B-031	remember	present	obj	English	spoken	0	3.4844325937
2121	ICE-GB	S1B-047	remember	present	obj	English	spoken	0	3.4844325937
2122	ICE-GB	S1A-056	remember	absent	obj	English	spoken	0	3.4844325937
2123	ICE-GB	W2B-019	reply	present	obj	English	written	4	4.5684072056
2124	ICE-GB	W2B-020	reveal	present	obj	English	written	22	7.6912935141
2125	ICLE	GEBA1029	reveal	present	obj	German	written	11	3.8131858191
2126	ICE-GB	W2B-010	reveal	present	obj	English	written	0	3.8131858191
2127	ICE-GB	S2B-047	say	absent	obj	English	spoken	4	6.7081499645
2128	ICLE	GEDR1023	say	present	obj	German	written	7	6.7081499645
2129	ICE-GB	S2B-001	say	absent	obj	English	spoken	0	8.9468496987
2130	ICE-GB	S2B-006	say	absent	obj	English	spoken	0	12.8571711997
2131	ICE-GB	S2B-005	say	present	obj	English	spoken	33	14.3425980268
2132	ICE-GB	W1A-013	say	present	obj	English	written	0	7.5468830204
2133	ICE-GB	S2B-005	say	absent	obj	English	spoken	57	12.2050945031
2134	ICE-GB	S2B-018	say	present	obj	English	spoken	0	12.2050945031
2135	ICE-GB	S2B-005	say	absent	obj	English	spoken	0	12.2050945031
2136	ICE-GB	S2B-007	say	present	obj	English	spoken	0	14.079563621
2137	ICE-GB	S2B-004	say	present	obj	English	spoken	0	11.9921007798
2138	ICE-GB	W2C-011	say	absent	obj	English	written	0	11.8831664082
2139	ICE-GB	S2B-004	say	present	obj	English	spoken	31	17.6645261217
2140	ICE-GB	S1B-029	say	present	obj	English	spoken	4	8.760644276
2141	ICE-GB	S2B-017	say	absent	obj	English	spoken	0	12.9640864036
2142	ICE-GB	S2B-007	say	absent	obj	English	spoken	57	14.6645261217
2143	ICE-GB	S1B-065	say	absent	obj	English	spoken	0	12.6645261217
2144	ICE-GB	S1B-033	say	absent	obj	English	spoken	4	5.1629376988
2145	ICE-GB	S1A-028	say	absent	obj	English	spoken	0	5.1629376988
2146	ICE-GB	S2B-017	say	absent	obj	English	spoken	0	5.1629376988
2147	ICE-GB	W2C-006	say	absent	obj	English	written	108	5.1629376988
2148	ICE-GB	W2C-019	say	absent	obj	English	written	0	5.1629376988
2149	ICLE	GEAU3059	say	present	obj	German	written	0	5.1629376988
2150	ICE-GB	S1B-032	say	absent	obj	English	spoken	0	5.1629376988
2151	ICE-GB	S2B-006	say	absent	obj	English	spoken	0	5.1629376988
2152	ICE-GB	S1B-036	say	absent	obj	English	spoken	0	5.1629376988
2153	ICE-GB	S2A-067	say	absent	obj	English	spoken	0	5.1629376988
2154	ICE-GB	S1A-091	say	absent	obj	English	spoken	11	5.1629376988
2155	ICLE	GEAU3047	say	present	obj	German	written	0	5.1629376988
2156	ICE-GB	S1B-070	say	absent	obj	English	spoken	0	5.1629376988
2157	ICE-GB	W2C-005	say	absent	obj	English	written	0	5.1629376988
2158	ICE-GB	S2B-017	say	absent	obj	English	spoken	0	5.1629376988
2159	ICE-GB	S2B-007	say	absent	obj	English	spoken	0	5.1629376988
2160	ICE-GB	S1B-051	say	present	obj	English	spoken	0	5.1629376988
2161	ICLE	GEAU2018	say	present	obj	German	written	0	5.1629376988
2162	ICE-GB	S1A-072	say	present	obj	English	spoken	0	5.1629376988
2163	ICE-GB	S2B-002	say	absent	obj	English	spoken	0	5.1629376988
2164	ICE-GB	S1A-091	say	absent	obj	English	spoken	0	5.1629376988
2165	ICE-GB	S2A-068	say	absent	obj	English	spoken	0	5.1629376988
2166	ICE-GB	W2F-002	say	absent	obj	English	written	0	5.1629376988
2167	ICE-GB	S2B-007	say	absent	obj	English	spoken	0	5.1629376988
2168	ICE-GB	S2B-015	say	absent	obj	English	spoken	0	5.1629376988
2169	ICE-GB	S2A-070	say	present	obj	English	spoken	0	5.1629376988
2170	ICE-GB	S1B-039	say	absent	obj	English	spoken	0	5.1629376988
2171	ICE-GB	S2B-013	say	absent	obj	English	spoken	10	5.1629376988
2172	ICE-GB	S2B-014	say	absent	obj	English	spoken	0	5.1629376988
2173	LINDSEI	SP005	say	absent	obj	Spanish	spoken	0	5.1629376988
2174	ICE-GB	S1B-068	say	present	obj	English	spoken	0	5.1629376988
2175	ICE-GB	S2B-008	say	absent	obj	English	spoken	0	5.1629376988
2176	ICE-GB	W2C-019	say	absent	obj	English	written	0	5.1629376988
2177	ICE-GB	S2A-070	say	present	obj	English	spoken	25	5.1629376988
2178	ICE-GB	S1A-100	say	absent	obj	English	spoken	0	5.1629376988
2179	ICE-GB	S1B-064	say	absent	obj	English	spoken	0	5.1629376988
2180	ICE-GB	S1A-052	say	absent	obj	English	spoken	0	5.1629376988
2181	ICE-GB	W2C-017	say	absent	obj	English	written	0	5.1629376988
2182	LINDSEI	GE030	say	present	obj	German	spoken	0	5.1629376988
2183	ICE-GB	S2B-018	say	absent	obj	English	spoken	0	5.1629376988
2184	ICE-GB	S1B-064	say	present	obj	English	spoken	7	5.1629376988
2185	LINDSEI	SP018	say	present	obj	Spanish	spoken	0	5.1629376988
2186	ICE-GB	W2C-011	say	present	obj	English	written	0	5.1629376988
2187	ICE-GB	S1B-051	say	absent	obj	English	spoken	0	5.1629376988
2188	ICE-GB	S1A-063	say	absent	obj	English	spoken	0	5.1629376988
2189	ICE-GB	S2B-014	say	absent	obj	English	spoken	0	5.1629376988
2190	ICE-GB	S1A-018	say	absent	obj	English	spoken	0	5.1629376988
2191	ICE-GB	S2A-070	say	present	obj	English	spoken	0	5.1629376988
2192	ICE-GB	S2B-008	say	absent	obj	English	spoken	0	5.1629376988
2193	ICE-GB	W2B-001	say	absent	obj	English	written	0	5.1629376988
2194	LINDSEI	SP004	say	present	obj	Spanish	spoken	0	5.1629376988
2195	ICLE	GEAU3059	say	present	obj	German	written	0	5.1629376988
2196	ICE-GB	S1A-010	say	absent	obj	English	spoken	0	5.1629376988
2197	ICE-GB	S2B-014	say	absent	obj	English	spoken	0	5.1629376988
